question_mark,_www,ratio_digits_url,ratio_digits_host,tld_in_subdomain,abnormal_subdomain,prefix_suffix,phish_hints,statistical_report,ratio_intHyperlinks,external_favicon,ratio_intMedia,ratio_extMedia,empty_title,domain_in_title,domain_with_copyright,domain_age,dns_record,google_index,page_rank,status
0,1,0.0,0.0,0,0,0,1,0,1.0,0,0.0,0.0,0,1,0,5028,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.570552147,1,100.0,0.0,0,1,1,1077,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.950464396,1,90.0,10.0,0,1,1,4205,0,0,4,0
0,1,0.0,0.0,0,0,0,0,0,0.796116505,1,100.0,0.0,0,0,0,9174,0,0,7,0
1,1,0.010989011,0.0,0,0,0,0,0,0.425531915,1,7.5,92.5,0,0,0,6065,0,0,8,0
0,1,0.018867925,0.0,0,0,1,1,0,0.0,0,0.0,0.0,1,1,0,107,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.282608696,0,83.33333333,16.66666667,0,0,0,6278,0,1,3,0
0,1,0.112244898,0.0,0,0,0,0,0,0.64516129,1,16.66666667,83.33333333,0,0,1,8959,0,0,6,0
1,0,0.125,0.75,1,1,0,1,2,0.16,1,0.0,100.0,0,1,1,-1,1,1,0,1
0,1,0.0,0.0,0,0,1,0,0,0.965517241,0,100.0,0.0,0,1,1,7336,0,0,5,0
0,1,0.0,0.0,0,0,0,0,0,0.12,1,0.0,100.0,0,1,1,1841,0,1,0,1
0,0,0.025,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0,0,0,1338,0,1,6,1
0,1,0.0,0.0,0,0,1,0,0,0.962264151,1,100.0,0.0,0,0,0,-1,0,1,6,0
0,1,0.0,0.0,0,0,1,0,0,0.931506849,0,80.0,20.0,0,0,1,-1,0,0,2,0
0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,129,0,1,0,1
0,1,0.022222222,0.0,0,0,0,0,0,0.5,0,0.0,100.0,0,0,0,-1,0,1,5,0
0,1,0.0,0.0,0,0,0,0,0,0.957142857,0,0.0,0.0,0,0,0,4037,0,0,4,0
0,1,0.0,0.0,0,0,0,0,0,0.846153846,0,100.0,0.0,0,1,0,8763,0,1,5,0
0,0,0.105263158,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0,1,0,-1,0,1,0,1
0,0,0.0,0.0,0,0,0,0,0,0.0,1,0.0,0.0,0,1,0,1182,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.59375,1,0.0,0.0,0,1,1,2297,0,0,3,0
0,1,0.0,0.0,0,0,0,0,0,0.691176471,1,83.33333333,16.66666667,0,1,1,5185,0,1,0,1
0,1,0.0,0.0,0,0,1,0,0,0.932038835,1,100.0,0.0,0,1,1,7189,1,1,1,1
0,0,0.0625,0.08,0,0,0,0,0,0.033333333,1,0.0,100.0,0,1,1,5789,0,1,3,1
0,1,0.068181818,0.0,0,0,0,0,0,0.55033557,1,33.33333333,66.66666667,0,0,0,8759,0,0,6,0
0,1,0.0,0.0,0,0,1,0,0,0.595238095,1,100.0,0.0,0,1,0,7477,0,0,0,1
0,0,0.06,0.0,0,0,0,0,0,1.0,0,100.0,0.0,0,1,1,2314,0,1,0,1
0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,1461,0,1,2,1
0,1,0.0,0.0,0,0,0,0,0,0.307692308,0,0.0,0.0,0,1,1,987,0,1,3,1
0,0,0.095238095,0.052631579,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,5441,0,1,3,1
0,0,0.0,0.0,0,0,0,0,0,0.850574713,1,83.33333333,16.66666667,0,1,1,-1,0,0,2,0
0,0,0.0,0.0,0,0,0,0,0,0.607843137,1,100.0,0.0,0,0,1,6391,0,0,5,0
0,0,0.207792208,0.0,0,0,0,0,0,0.966666667,0,80.0,20.0,0,1,0,5767,0,1,2,1
0,1,0.0,0.0,0,0,0,0,0,0.567567568,1,25.0,75.0,0,0,0,3103,0,1,4,0
0,0,0.068965517,0.090909091,0,0,0,0,0,0.875739645,0,0.0,100.0,0,1,1,5200,0,0,5,0
0,0,0.0,0.0,0,0,0,0,0,0.1,1,0.0,0.0,0,1,0,7295,0,1,5,1
0,1,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,-1,0,0,3,0
0,0,0.0,0.0,0,0,0,0,0,0.173913043,1,0.0,100.0,0,1,0,29,0,1,0,1
0,0,0.342465753,0.0,0,0,1,0,0,1.0,0,100.0,0.0,0,1,0,-1,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,1.0,0,100.0,0.0,0,1,0,6062,0,0,6,0
0,0,0.371900826,0.0,0,0,0,1,0,0.614457831,1,100.0,0.0,0,1,1,2527,0,1,3,1
0,0,0.0,0.0,0,0,0,0,0,1.0,0,100.0,0.0,0,1,0,6349,0,0,3,1
0,1,0.125,0.2,0,0,0,0,0,0.803571429,1,0.0,0.0,0,1,0,2424,0,0,4,0
0,1,0.0,0.0,0,0,0,0,0,0.68627451,0,50.0,50.0,0,1,1,1986,0,0,2,0
0,0,0.0,0.0,0,0,0,0,0,0.521008403,1,0.0,100.0,0,1,1,7449,0,0,8,0
0,0,0.116666667,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,1,5271,0,0,4,0
0,0,0.081081081,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,1,7445,0,1,8,0
0,1,0.0,0.0,0,0,0,0,0,0.038461538,1,0.0,100.0,0,1,1,4546,0,0,4,0
0,0,0.107142857,0.0,0,0,0,0,0,0.4,1,16.66666667,83.33333333,0,1,1,1574,0,1,0,1
0,0,0.054054054,0.068965517,0,0,0,1,0,1.0,0,100.0,0.0,0,0,0,3014,0,0,4,1
0,1,0.018181818,0.037037037,0,0,0,0,0,0.844444444,0,92.85714286,7.142857143,0,1,0,7200,0,0,4,0
0,0,0.242857143,0.346938776,0,1,0,0,0,0.0,0,0.0,0.0,1,1,0,5627,0,1,5,1
0,0,0.19047619,0.307692308,0,0,0,0,0,1.0,0,100.0,0.0,0,1,1,686,0,1,0,1
0,0,0.144927536,0.0,1,0,0,0,0,1.0,0,100.0,0.0,0,1,1,3993,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.720930233,1,0.0,100.0,0,0,0,5948,0,0,4,0
0,1,0.0,0.0,0,0,0,0,0,0.886792453,1,0.0,0.0,0,1,1,5515,0,0,5,0
0,0,0.0,0.0,0,0,0,0,0,0.705882353,0,0.0,0.0,0,1,0,2411,0,0,2,0
0,0,0.0,0.0,0,0,0,0,0,0.978723404,0,100.0,0.0,0,1,0,5230,0,1,7,0
0,1,0.051546392,0.0,0,0,1,0,0,0.757281553,0,100.0,0.0,0,1,1,8905,0,0,4,0
0,1,0.0,0.0,0,0,1,0,0,0.9,0,100.0,0.0,0,1,0,3090,0,0,3,0
0,1,0.0,0.0,0,0,0,0,0,0.994736842,0,100.0,0.0,0,1,1,7587,0,0,5,0
1,0,0.037037037,0.0,0,0,1,3,0,0.863636364,1,100.0,0.0,0,1,1,777,0,1,1,1
0,0,0.323076923,0.0,0,0,0,0,0,1.0,0,0.0,0.0,1,1,0,3489,0,1,0,1
0,0,0.076923077,0.0,0,0,1,0,0,0.833333333,1,100.0,0.0,0,1,1,1244,0,1,0,1
0,1,0.011904762,0.0,0,0,0,2,0,0.431578947,1,0.0,100.0,0,1,0,5136,0,0,7,0
0,0,0.0,0.0,0,0,0,0,0,0.1875,1,0.0,0.0,0,1,0,7295,0,1,5,1
0,0,0.043478261,0.054054054,0,0,0,0,0,0.0,1,0.0,0.0,0,1,1,7296,0,1,5,1
0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,1,0,2837,0,0,2,1
0,1,0.126582278,0.0,0,0,1,4,0,1.0,0,0.0,0.0,0,1,0,2618,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.754716981,1,0.0,0.0,0,0,1,7523,0,0,5,0
1,0,0.0,0.0,0,0,1,4,0,0.333333333,1,0.0,100.0,0,1,0,4609,0,1,3,1
0,1,0.03125,0.0,0,0,0,0,0,0.978947368,0,88.88888889,11.11111111,0,0,0,9403,0,1,5,0
0,0,0.104347826,0.0,0,0,0,0,0,0.75,1,50.0,50.0,0,1,1,-2,0,1,3,0
0,1,0.0,0.0,0,0,0,0,0,0.973684211,1,100.0,0.0,0,0,0,3040,0,0,4,0
1,0,0.1,0.212121212,0,1,0,0,0,0.0,0,0.0,0.0,1,1,0,5612,0,1,5,1
0,1,0.0,0.0,0,0,0,0,0,0.803418803,1,0.0,100.0,0,0,0,6493,0,1,5,0
0,0,0.052631579,0.054054054,0,0,1,1,0,1.0,0,100.0,0.0,0,0,0,3013,0,1,4,1
0,0,0.121212121,0.142857143,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,1953,0,1,3,1
0,0,0.0,0.0,0,0,0,0,0,0.366666667,1,0.0,100.0,0,1,0,7297,0,1,5,0
0,1,0.0,0.0,0,0,0,0,0,0.0,1,0.0,0.0,0,0,0,7423,0,1,7,0
0,1,0.081081081,0.0,0,0,1,0,0,1.0,0,0.0,0.0,0,1,0,11,0,1,0,1
1,0,0.074074074,0.125,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,1953,0,1,3,1
0,1,0.0,0.0,0,0,0,0,0,0.68852459,0,90.0,10.0,0,0,0,4161,0,0,4,0
0,0,0.0,0.0,0,0,0,0,0,0.603773585,1,0.0,100.0,0,1,1,7448,0,0,8,0
0,0,0.157894737,0.272727273,0,0,0,0,0,1.0,0,100.0,0.0,0,1,1,1154,0,0,0,1
0,0,0.0,0.0,0,0,1,1,0,0.4,1,100.0,0.0,0,1,1,1756,0,1,1,1
0,0,0.0,0.0,0,0,0,0,0,0.921428571,0,100.0,0.0,0,0,1,7131,0,0,7,0
0,1,0.0,0.0,0,0,0,0,0,0.948717949,0,100.0,0.0,0,1,1,5421,0,0,2,0
0,0,0.142857143,0.2,0,0,0,0,0,0.99122807,0,50.0,50.0,0,1,1,-2,0,1,2,1
0,1,0.0,0.0,0,0,0,0,0,0.805555556,1,92.85714286,7.142857143,0,1,1,6070,0,0,2,0
0,1,0.115044248,0.0,0,0,0,0,0,0.834355828,1,0.0,100.0,0,1,1,6760,0,1,6,0
0,1,0.0,0.0,0,0,0,0,0,0.987804878,0,92.30769231,7.692307692,0,0,1,7149,0,0,4,0
0,0,0.0,0.0,0,0,0,0,0,0.722222222,1,100.0,0.0,0,1,1,-1,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.984375,0,100.0,0.0,0,1,0,-1,0,0,3,0
0,1,0.0,0.0,0,0,1,0,0,0.226415094,1,100.0,0.0,0,1,0,6801,0,0,5,0
1,0,0.198347107,0.094339623,1,0,0,1,0,1.0,0,0.0,0.0,0,1,0,724,0,1,1,1
0,1,0.037735849,0.0,0,0,0,0,0,0.60591133,1,95.0,5.0,0,1,1,6669,0,1,5,0
0,0,0.074074074,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0,0,0,3006,0,1,2,1
0,1,0.0,0.0,0,0,0,0,0,0.914893617,0,0.0,0.0,0,1,0,3958,0,0,4,0
0,1,0.090909091,0.0,0,0,1,0,2,0.0,0,0.0,0.0,1,1,1,-1,0,0,4,0
0,0,0.142857143,0.193548387,0,0,1,0,0,0.879310345,1,83.33333333,16.66666667,0,0,0,6605,0,1,5,1
0,1,0.055555556,0.0,0,0,0,0,0,0.9609375,0,100.0,0.0,0,0,0,7266,0,0,7,0
0,0,0.0,0.0,0,0,0,0,0,0.9,1,93.75,6.25,0,1,1,2005,0,0,4,0
0,0,0.0,0.0,0,0,0,0,0,0.812030075,1,94.44444444,5.555555556,0,1,0,-1,0,0,2,0
0,0,0.013071895,0.0,0,0,0,1,0,0.409836066,1,0.0,100.0,0,1,1,9127,0,1,2,1
0,0,0.016393443,0.023809524,0,0,0,0,0,0.19047619,1,20.0,80.0,0,1,1,5616,0,1,5,1
1,0,0.150793651,0.0,1,0,1,0,0,1.0,0,0.0,0.0,0,1,0,4004,0,1,0,1
0,1,0.067961165,0.0,0,0,1,0,0,0.8125,1,83.33333333,16.66666667,0,0,1,8759,0,1,5,0
0,0,0.0,0.0,0,0,0,0,0,0.952,0,100.0,0.0,0,0,0,7133,0,0,7,0
0,1,0.0,0.0,0,0,0,0,0,0.875,1,100.0,0.0,0,1,1,2658,0,0,4,0
1,0,0.479302832,0.0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,0,7086,0,1,3,1
1,1,0.0,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0,1,0,-1,0,0,4,0
0,0,0.0,0.0,0,0,0,0,0,0.992156863,0,0.0,100.0,0,1,0,7153,0,0,4,0
0,1,0.107142857,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,2939,0,1,0,1
0,0,0.258823529,0.360655738,0,0,1,0,0,0.032258065,0,0.0,100.0,0,0,1,1015,0,1,2,1
0,0,0.029850746,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,33,0,0,4,0
0,1,0.0,0.0,0,0,0,0,0,0.944444444,1,0.0,100.0,0,1,0,403,0,1,3,0
0,0,0.0,0.0,0,0,0,1,2,0.0,1,0.0,0.0,0,1,0,1950,0,1,1,1
0,0,0.043478261,0.0,0,0,0,1,0,0.0,0,0.0,0.0,1,1,0,3756,0,1,0,1
0,0,0.0,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0,0,0,711,0,0,2,1
0,0,0.0,0.0,0,0,0,0,0,0.890459364,1,0.0,0.0,0,0,0,8149,0,0,6,0
0,0,0.0,0.0,0,0,0,2,0,0.902255639,0,76.92307692,23.07692308,0,1,0,1899,0,1,1,1
0,0,0.027777778,0.0,0,0,0,0,0,0.638297872,1,100.0,0.0,0,1,1,1276,0,1,1,1
0,0,0.0,0.0,0,0,1,0,0,0.278481013,1,11.11111111,88.88888889,0,1,1,8130,0,0,4,0
0,0,0.0,0.0,0,0,0,0,0,0.915110357,0,100.0,0.0,0,0,1,7133,0,0,7,0
0,1,0.0,0.0,0,0,0,0,0,0.25,1,0.0,100.0,0,1,1,5069,0,0,2,0
0,0,0.025,0.095238095,0,0,0,1,0,0.0,0,0.0,0.0,1,1,0,5331,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,-1,0,1,5,0
0,0,0.0,0.0,0,0,0,1,0,0.333333333,1,0.0,0.0,0,1,1,4846,0,1,2,1
0,1,0.0,0.0,0,0,0,0,0,0.413793103,0,0.0,100.0,0,1,0,4146,0,0,3,0
1,0,0.047619048,0.142857143,0,0,0,0,0,0.125,1,0.0,0.0,0,1,0,1953,0,0,3,1
0,0,0.0,0.0,0,0,0,0,0,0.930635838,0,91.89189189,8.108108108,0,1,1,1301,0,0,2,0
0,1,0.0,0.0,0,0,0,0,0,0.545454545,0,0.0,100.0,0,1,1,1091,0,0,2,0
1,1,0.0,0.0,0,0,0,0,0,0.85,0,100.0,0.0,0,0,1,8296,0,0,3,1
0,1,0.0,0.0,0,0,0,0,0,0.515151515,1,100.0,0.0,0,1,0,6348,0,0,4,0
0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,334,0,0,2,1
0,1,0.087301587,0.0,0,0,0,0,0,0.974387528,1,94.59459459,5.405405405,0,1,1,4661,0,1,3,0
0,0,0.0,0.0,0,0,0,0,0,1.0,0,100.0,0.0,0,1,1,-1,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.823529412,1,100.0,0.0,0,1,1,5577,0,0,2,0
0,0,0.021276596,0.04,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,2535,0,1,4,1
0,1,0.0,0.0,0,0,0,0,0,0.804054054,0,0.0,100.0,0,0,0,9203,0,0,6,0
0,0,0.0,0.0,0,0,0,1,0,0.924528302,1,0.0,0.0,0,1,0,3257,0,1,1,1
0,0,0.057971014,0.0,0,0,1,3,0,0.0,0,0.0,0.0,1,1,0,304,0,1,0,1
1,0,0.0,0.0,0,0,1,2,0,0.15,1,100.0,0.0,0,1,0,4914,0,1,4,1
0,1,0.075471698,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,1,0,5972,0,1,0,1
0,0,0.404255319,0.0,0,0,1,0,0,0.928870293,1,16.66666667,83.33333333,0,1,1,199,0,1,0,1
0,0,0.073170732,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,1,7446,0,1,8,0
0,1,0.0,0.0,0,0,0,1,0,0.920454545,1,100.0,0.0,0,1,1,-1,0,1,0,1
0,0,0.0,0.0,0,0,0,0,0,0.772727273,0,50.0,50.0,0,1,0,5058,0,0,4,1
0,1,0.0,0.0,0,0,0,0,0,0.925,0,0.0,100.0,0,0,0,6053,0,1,6,0
0,1,0.0,0.0,0,0,0,0,0,0.684931507,1,100.0,0.0,0,0,1,-1,0,0,3,0
0,1,0.025,0.083333333,0,1,0,0,2,0.0,0,0.0,0.0,1,1,1,9437,0,0,3,0
0,0,0.06122449,0.0,0,0,1,0,0,0.642857143,1,100.0,0.0,0,1,1,462,0,0,2,1
0,1,0.0,0.0,0,0,1,0,0,0.858267717,0,100.0,0.0,0,1,1,4019,0,1,3,0
0,1,0.0,0.0,0,0,1,0,0,0.666666667,0,0.0,0.0,0,0,1,9290,0,1,7,0
1,0,0.0,0.0,0,0,0,0,0,0.875169607,0,100.0,0.0,0,0,1,7131,0,0,7,0
0,1,0.147058824,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,1,8674,0,1,3,0
0,0,0.0,0.0,0,0,0,0,0,0.130434783,1,9.090909091,90.90909091,0,1,1,7298,0,0,5,0
0,0,0.0,0.0,0,0,1,0,0,0.952662722,1,0.0,0.0,0,1,1,8217,0,0,8,0
0,1,0.245098039,0.0,0,0,1,2,0,0.0,1,0.0,100.0,0,1,0,3078,0,1,0,1
0,0,0.0,0.0,0,0,0,0,0,0.972972973,0,92.30769231,7.692307692,0,1,1,4573,0,0,3,0
0,0,0.146341463,0.285714286,0,0,0,0,0,1.0,0,0.0,0.0,0,1,1,7530,0,1,4,1
1,0,0.19047619,0.0,1,0,1,0,0,1.0,0,100.0,0.0,0,1,1,3992,0,1,0,1
1,0,0.486666667,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0,1,0,4405,0,1,0,1
0,0,0.151515152,0.142857143,0,0,0,0,0,0.125,1,0.0,0.0,0,1,0,1953,0,0,3,1
0,0,0.0,0.0,0,0,0,0,0,0.4604811,1,0.0,100.0,0,1,1,7298,0,0,5,0
0,1,0.0,0.0,0,0,0,0,0,0.891304348,0,100.0,0.0,0,1,0,5310,0,0,5,0
0,0,0.0,0.0,0,0,0,1,0,0.0,0,0.0,0.0,1,1,0,-1,0,1,0,1
1,0,0.03125,0.064516129,0,0,0,0,0,0.0,0,0.0,100.0,1,1,0,7083,0,1,3,1
0,1,0.087719298,0.0,0,0,0,0,0,0.944711538,1,93.05555556,6.944444444,0,0,0,6316,0,0,6,0
0,0,0.063829787,0.090909091,0,0,1,0,0,0.19047619,1,20.0,80.0,0,1,1,5626,0,1,5,1
0,0,0.032258065,0.041666667,0,0,0,0,0,0.076923077,1,0.0,0.0,0,1,0,7295,0,1,5,1
0,1,0.0,0.0,0,0,1,0,0,0.910714286,0,100.0,0.0,0,1,1,4190,0,1,4,1
0,0,0.098039216,0.147058824,0,0,0,0,0,0.469879518,1,33.33333333,66.66666667,0,1,1,5613,0,1,5,1
0,1,0.0,0.0,0,0,0,0,0,0.471830986,1,31.25,68.75,0,0,1,7476,0,0,7,0
0,1,0.06557377,0.0625,0,0,0,0,0,0.534161491,1,100.0,0.0,0,1,1,4300,0,1,5,0
0,0,0.130434783,0.0,0,0,0,0,0,0.978947368,0,0.0,100.0,0,1,1,3659,0,1,4,0
0,0,0.121212121,0.16,0,0,0,0,0,0.0,1,0.0,0.0,0,1,0,3598,0,1,3,1
0,0,0.0,0.0,0,0,0,0,0,0.612903226,1,0.0,0.0,0,1,1,-1,0,1,0,1
0,1,0.0,0.0,0,0,1,0,0,0.709677419,1,0.0,0.0,0,1,0,5913,0,0,5,0
0,1,0.0,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0,0,0,9007,0,0,7,0
0,1,0.0,0.0,0,0,0,0,0,0.833333333,0,0.0,0.0,0,1,0,2406,0,0,4,0
1,1,0.0,0.0,0,0,0,0,0,0.557692308,1,0.0,0.0,0,0,1,5640,0,0,10,0
0,1,0.0,0.0,0,0,1,3,0,1.0,0,0.0,0.0,0,1,0,157,0,1,0,1
0,0,0.0,0.0,0,0,0,0,0,0.743243243,1,17.64705882,82.35294118,0,0,0,4671,0,0,9,0
0,0,0.307692308,0.419354839,0,0,0,1,2,0.0,0,0.0,0.0,0,1,0,496,1,1,0,1
1,0,0.088495575,0.0,0,0,1,1,0,0.44,1,0.0,100.0,0,1,1,8347,0,1,10,1
0,1,0.046153846,0.0,0,0,1,0,0,1.0,0,100.0,0.0,0,1,0,181,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.25,0,0.0,100.0,0,1,0,4478,0,0,5,0
0,0,0.0,0.0,0,0,0,0,0,0.135,1,100.0,0.0,0,1,1,-1,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.75,1,0.0,100.0,0,1,0,5219,0,0,4,0
1,0,0.070175439,0.142857143,0,0,0,0,0,0.0,0,0.0,0.0,0,1,0,2521,0,1,7,1
0,1,0.02,0.0,0,0,0,0,0,0.894736842,0,0.0,0.0,0,1,1,4326,0,0,3,0
0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,1,0,1,0,1
1,0,0.213740458,0.0,0,0,0,1,0,1.0,0,0.0,0.0,1,1,0,7588,0,1,6,1
0,1,0.0,0.0,0,0,0,0,0,0.84375,0,100.0,0.0,0,1,0,-1,0,0,4,0
0,0,0.057692308,0.0625,0,0,0,0,0,0.620689655,1,0.0,0.0,0,1,1,1996,0,1,0,1
0,0,0.0625,0.2,0,0,0,0,0,0.0,0,0.0,0.0,0,1,0,-1,0,1,3,1
0,0,0.038461538,0.052631579,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,137,0,1,0,1
0,0,0.0,0.0,0,0,0,0,0,0.846153846,1,100.0,0.0,0,1,1,5160,0,0,8,0
0,0,0.08,0.0,0,0,0,0,0,1.0,0,100.0,0.0,0,1,0,2314,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.461538462,1,0.0,0.0,0,0,0,9286,0,0,5,0
0,1,0.239130435,0.0,0,0,0,0,1,0.0,0,0.0,0.0,1,1,0,259,0,1,1,1
0,0,0.0,0.0,0,0,0,0,0,0.92,1,98.36065574,1.639344262,0,1,1,-1,0,0,2,0
1,0,0.0,0.0,0,0,1,4,0,0.333333333,1,0.0,100.0,0,1,0,4609,0,1,3,1
1,0,0.222222222,0.0,1,0,1,0,0,1.0,0,100.0,0.0,0,1,1,3993,0,1,0,1
0,0,0.0,0.0,0,0,0,0,0,0.767123288,1,66.66666667,33.33333333,0,0,0,7653,0,1,6,0
0,1,0.0,0.0,0,0,0,0,0,1.0,0,0.0,0.0,1,1,0,2941,0,1,0,1
0,0,0.0,0.0,0,0,1,0,0,0.59223301,1,0.0,100.0,0,1,1,7023,0,0,3,0
0,0,0.272727273,0.36,0,0,0,1,0,1.0,0,0.0,0.0,0,1,0,3698,0,1,4,1
1,0,0.2,0.0,1,0,0,0,0,1.0,0,0.0,0.0,0,1,0,4003,0,1,0,1
0,0,0.0,0.0,0,0,0,0,0,0.904761905,0,100.0,0.0,0,0,0,7130,0,0,7,0
0,0,0.0,0.0,0,0,0,1,0,0.0,0,0.0,0.0,1,1,0,5863,0,1,1,1
0,1,0.0,0.0,0,0,0,0,0,0.948051948,0,100.0,0.0,0,0,0,1205,0,0,3,0
0,1,0.115384615,0.0,0,0,1,0,0,0.855614973,1,100.0,0.0,0,0,1,9283,0,0,7,0
0,0,0.142857143,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0,1,0,-1,0,1,9,1
0,0,0.0,0.0,0,0,0,0,0,0.939609236,0,100.0,0.0,0,0,1,7134,0,0,7,0
0,1,0.0,0.0,0,0,0,1,0,0.428571429,1,0.0,0.0,0,0,0,6472,0,1,10,0
0,0,0.065217391,0.0,1,0,1,0,0,0.987730061,0,100.0,0.0,0,0,0,9075,0,0,5,0
0,0,0.0,0.0,0,0,0,0,0,0.8,1,100.0,0.0,0,1,1,1982,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.946428571,0,100.0,0.0,0,0,1,5861,0,0,4,0
0,1,0.237288136,0.25,0,0,1,0,0,0.011928429,1,0.0,100.0,0,1,1,798,0,1,0,1
0,1,0.08,0.117647059,0,0,0,0,0,0.790697674,1,95.65217391,4.347826087,0,0,0,2713,0,0,0,0
0,0,0.108108108,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0,1,0,-1,0,1,0,1
1,0,0.0,0.0,0,0,0,0,0,0.571428571,1,0.0,0.0,0,1,0,39,0,1,0,1
1,0,0.109375,0.066666667,0,0,0,0,0,0.9,0,0.0,0.0,0,1,0,2687,0,1,2,0
1,0,0.18699187,0.0,0,0,0,0,0,0.545454545,1,50.0,50.0,0,1,1,-1,0,1,4,1
0,1,0.0,0.0,0,0,0,0,0,0.943089431,0,100.0,0.0,0,0,1,5046,0,0,5,0
0,0,0.0,0.0,0,0,0,0,0,0.846153846,0,100.0,0.0,0,1,0,-1,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.772727273,0,100.0,0.0,0,1,1,3701,0,0,1,0
0,0,0.317073171,0.8,1,1,0,1,2,0.061538462,1,0.0,100.0,0,1,0,-1,1,1,0,1
0,0,0.0,0.0,0,0,0,2,0,0.0,0,0.0,100.0,0,0,0,8347,0,1,10,1
0,1,0.008130081,0.0,0,0,1,0,0,0.0,0,0.0,0.0,1,1,1,12125,0,1,7,0
0,0,0.0,0.0,0,0,0,0,0,1.0,0,100.0,0.0,0,1,0,36,0,1,0,1
1,0,0.037878788,0.0,0,0,0,0,0,0.0,1,0.0,0.0,0,1,0,7765,0,0,5,1
0,0,0.0,0.0,0,0,0,0,0,0.469879518,1,33.33333333,66.66666667,0,1,1,5614,0,1,5,1
0,1,0.0,0.0,0,0,0,0,0,0.770833333,0,100.0,0.0,0,0,0,6882,0,1,6,0
0,1,0.0,0.0,0,0,0,0,0,0.37254902,0,0.0,100.0,0,1,1,2792,0,0,4,0
0,0,0.0,0.0,0,0,0,0,0,0.672897196,1,3.846153846,96.15384615,0,1,1,1333,0,0,1,0
0,0,0.0,0.0,0,0,0,0,0,0.833333333,1,100.0,0.0,0,1,1,-1,0,0,4,0
0,1,0.0,0.0,0,0,0,0,0,0.902777778,1,100.0,0.0,0,1,1,6260,0,0,6,0
0,0,0.147540984,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0,1,0,1834,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.852941176,1,100.0,0.0,0,0,1,2827,0,1,0,1
0,1,0.0,0.0,0,0,1,0,0,1.0,0,100.0,0.0,0,0,1,8017,0,0,5,0
0,1,0.0,0.0,0,0,0,0,0,0.77173913,0,0.0,0.0,0,1,1,6515,0,0,5,0
0,1,0.0,0.0,0,0,0,0,0,0.986737401,0,100.0,0.0,0,0,0,11021,0,1,6,0
0,1,0.0,0.0,0,0,0,0,0,0.904214559,1,96.22641509,3.773584906,0,0,1,5153,0,0,3,0
0,1,0.0,0.0,0,0,0,0,0,0.971014493,0,100.0,0.0,0,0,0,5974,0,0,5,0
0,0,0.130136986,0.083333333,0,0,0,0,0,0.19047619,1,20.0,80.0,0,1,1,5616,0,1,5,1
